run_id,phase_id,change_round,recovery_rounds,dwell_rounds,censored
41911d33819e993f,high-n06-p045,28672,736,4096,False
5565ad9ff8c3b3d6,high-n06-p045,4096,768,4096,False
5565ad9ff8c3b3d6,low-n04-p025,8192,0,4096,False
5565ad9ff8c3b3d6,high-n06-p045,12288,896,4096,False
5565ad9ff8c3b3d6,low-n04-p025,16384,0,4096,False
5565ad9ff8c3b3d6,high-n06-p045,20480,800,4096,False
5565ad9ff8c3b3d6,low-n04-p025,24576,0,4096,False
5565ad9ff8c3b3d6,high-n06-p045,28672,736,4096,False
7aa7ac3c59da4215,high-n06-p045,4096,864,4096,False
7aa7ac3c59da4215,low-n04-p025,8192,0,4096,False
7aa7ac3c59da4215,high-n06-p045,12288,736,4096,False
7aa7ac3c59da4215,low-n04-p025,16384,0,4096,False
7aa7ac3c59da4215,high-n06-p045,20480,928,4096,False
7aa7ac3c59da4215,low-n04-p025,24576,0,4096,False
7aa7ac3c59da4215,high-n06-p045,28672,768,4096,False
7b7ae27b6fcbc59c,high-n06-p045,4096,928,4096,False
7b7ae27b6fcbc59c,low-n04-p025,8192,0,4096,False
7b7ae27b6fcbc59c,high-n06-p045,12288,800,4096,False
7b7ae27b6fcbc59c,low-n04-p025,16384,0,4096,False
7b7ae27b6fcbc59c,high-n06-p045,20480,832,4096,False
7b7ae27b6fcbc59c,low-n04-p025,24576,0,4096,False
7b7ae27b6fcbc59c,high-n06-p045,28672,736,4096,False
82d7660f9666f1cf,high-n06-p045,4096,928,4096,False
82d7660f9666f1cf,low-n04-p025,8192,0,4096,False
82d7660f9666f1cf,high-n06-p045,12288,800,4096,False
82d7660f9666f1cf,low-n04-p025,16384,0,4096,False
82d7660f9666f1cf,high-n06-p045,20480,768,4096,False
82d7660f9666f1cf,low-n04-p025,24576,0,4096,False
82d7660f9666f1cf,high-n06-p045,28672,800,4096,False
8707b914172ab787,high-n06-p045,4096,864,4096,False
8707b914172ab787,low-n04-p025,8192,0,4096,False
8707b914172ab787,high-n06-p045,12288,896,4096,False
8707b914172ab787,low-n04-p025,16384,0,4096,False
8707b914172ab787,high-n06-p045,20480,768,4096,False
8707b914172ab787,low-n04-p025,24576,0,4096,False
8707b914172ab787,high-n06-p045,28672,832,4096,False
88b5eb64149fb20a,high-n06-p045,4096,864,4096,False
88b5eb64149fb20a,low-n04-p025,8192,0,4096,False
88b5eb64149fb20a,high-n06-p045,12288,896,4096,False
88b5eb64149fb20a,low-n04-p025,16384,0,4096,False
88b5eb64149fb20a,high-n06-p045,20480,832,4096,False
88b5eb64149fb20a,low-n04-p025,24576,0,4096,False
88b5eb64149fb20a,high-n06-p045,28672,800,4096,False
957ec23fdc939bbc,high-n06-p045,4096,896,4096,False
957ec23fdc939bbc,low-n04-p025,8192,0,4096,False
957ec23fdc939bbc,high-n06-p045,12288,800,4096,False
957ec23fdc939bbc,low-n04-p025,16384,0,4096,False
957ec23fdc939bbc,high-n06-p045,20480,960,4096,False
957ec23fdc939bbc,low-n04-p025,24576,0,4096,False
957ec23fdc939bbc,high-n06-p045,28672,704,4096,False
9f58afaf700fc407,high-n06-p045,4096,800,4096,False
9f58afaf700fc407,low-n04-p025,8192,0,4096,False
9f58afaf700fc407,high-n06-p045,12288,832,4096,False
9f58afaf700fc407,low-n04-p025,16384,0,4096,False
9f58afaf700fc407,high-n06-p045,20480,736,4096,False
9f58afaf700fc407,low-n04-p025,24576,0,4096,False
9f58afaf700fc407,high-n06-p045,28672,960,4096,False
a0fdfe4d5723616d,high-n06-p045,4096,864,4096,False
a0fdfe4d5723616d,low-n04-p025,8192,0,4096,False
a0fdfe4d5723616d,high-n06-p045,12288,832,4096,False
a0fdfe4d5723616d,low-n04-p025,16384,0,4096,False
a0fdfe4d5723616d,high-n06-p045,20480,832,4096,False
a0fdfe4d5723616d,low-n04-p025,24576,0,4096,False
a0fdfe4d5723616d,high-n06-p045,28672,736,4096,False
adb07e36bc68ed7d,high-n06-p045,4096,992,4096,False
adb07e36bc68ed7d,low-n04-p025,8192,0,4096,False
adb07e36bc68ed7d,high-n06-p045,12288,768,4096,False
adb07e36bc68ed7d,low-n04-p025,16384,0,4096,False
adb07e36bc68ed7d,high-n06-p045,20480,800,4096,False
adb07e36bc68ed7d,low-n04-p025,24576,0,4096,False
adb07e36bc68ed7d,high-n06-p045,28672,736,4096,False
b251045143156f71,high-n06-p045,4096,800,4096,False
b251045143156f71,low-n04-p025,8192,0,4096,False
b251045143156f71,high-n06-p045,12288,928,4096,False
b251045143156f71,low-n04-p025,16384,0,4096,False
b251045143156f71,high-n06-p045,20480,736,4096,False
b251045143156f71,low-n04-p025,24576,0,4096,False
b251045143156f71,high-n06-p045,28672,768,4096,False
c161e14bbd419d63,high-n06-p045,4096,928,4096,False
c161e14bbd419d63,low-n04-p025,8192,0,4096,False
c161e14bbd419d63,high-n06-p045,12288,896,4096,False
c161e14bbd419d63,low-n04-p025,16384,0,4096,False
c161e14bbd419d63,high-n06-p045,20480,832,4096,False
c161e14bbd419d63,low-n04-p025,24576,0,4096,False
c161e14bbd419d63,high-n06-p045,28672,768,4096,False
c4403659eae0cf9d,high-n06-p045,4096,800,4096,False
c4403659eae0cf9d,low-n04-p025,8192,0,4096,False
c4403659eae0cf9d,high-n06-p045,12288,800,4096,False
c4403659eae0cf9d,low-n04-p025,16384,0,4096,False
c4403659eae0cf9d,high-n06-p045,20480,736,4096,False
c4403659eae0cf9d,low-n04-p025,24576,0,4096,False
c4403659eae0cf9d,high-n06-p045,28672,896,4096,False
cdba032abad58091,high-n06-p045,4096,768,4096,False
cdba032abad58091,low-n04-p025,8192,0,4096,False
cdba032abad58091,high-n06-p045,12288,896,4096,False
cdba032abad58091,low-n04-p025,16384,0,4096,False
cdba032abad58091,high-n06-p045,20480,832,4096,False
cdba032abad58091,low-n04-p025,24576,0,4096,False
cdba032abad58091,high-n06-p045,28672,768,4096,False
cfdf3ecac1142472,high-n06-p045,4096,800,4096,False
cfdf3ecac1142472,low-n04-p025,8192,0,4096,False
cfdf3ecac1142472,high-n06-p045,12288,832,4096,False
cfdf3ecac1142472,low-n04-p025,16384,0,4096,False
cfdf3ecac1142472,high-n06-p045,20480,736,4096,False
cfdf3ecac1142472,low-n04-p025,24576,0,4096,False
cfdf3ecac1142472,high-n06-p045,28672,768,4096,False
d4bc26dff5540edc,high-n06-p045,4096,768,4096,False
d4bc26dff5540edc,low-n04-p025,8192,0,4096,False
d4bc26dff5540edc,high-n06-p045,12288,832,4096,False
d4bc26dff5540edc,low-n04-p025,16384,0,4096,False
d4bc26dff5540edc,high-n06-p045,20480,1344,4096,False
d4bc26dff5540edc,low-n04-p025,24576,0,4096,False
d4bc26dff5540edc,high-n06-p045,28672,832,4096,False
e080b85cca8e5ed9,high-n06-p045,4096,864,4096,False
e080b85cca8e5ed9,low-n04-p025,8192,0,4096,False
e080b85cca8e5ed9,high-n06-p045,12288,800,4096,False
e080b85cca8e5ed9,low-n04-p025,16384,0,4096,False
e080b85cca8e5ed9,high-n06-p045,20480,736,4096,False
e080b85cca8e5ed9,low-n04-p025,24576,0,4096,False
e080b85cca8e5ed9,high-n06-p045,28672,864,4096,False
ec5fae5244db446c,high-n06-p045,4096,864,4096,False
ec5fae5244db446c,low-n04-p025,8192,0,4096,False
ec5fae5244db446c,high-n06-p045,12288,800,4096,False
ec5fae5244db446c,low-n04-p025,16384,0,4096,False
ec5fae5244db446c,high-n06-p045,20480,992,4096,False
ec5fae5244db446c,low-n04-p025,24576,0,4096,False
ec5fae5244db446c,high-n06-p045,28672,736,4096,False
f2e087b44871f1f3,high-n06-p045,4096,800,4096,False
f2e087b44871f1f3,low-n04-p025,8192,0,4096,False
f2e087b44871f1f3,high-n06-p045,12288,768,4096,False
f2e087b44871f1f3,low-n04-p025,16384,0,4096,False
f2e087b44871f1f3,high-n06-p045,20480,1056,4096,False
f2e087b44871f1f3,low-n04-p025,24576,0,4096,False
f2e087b44871f1f3,high-n06-p045,28672,768,4096,False
f3b57df0af6dc89e,high-n06-p045,4096,928,4096,False
f3b57df0af6dc89e,low-n04-p025,8192,0,4096,False
f3b57df0af6dc89e,high-n06-p045,12288,864,4096,False
f3b57df0af6dc89e,low-n04-p025,16384,0,4096,False
f3b57df0af6dc89e,high-n06-p045,20480,704,4096,False
f3b57df0af6dc89e,low-n04-p025,24576,0,4096,False
f3b57df0af6dc89e,high-n06-p045,28672,864,4096,False
f41917d34887a27c,high-n06-p045,4096,896,4096,False
f41917d34887a27c,low-n04-p025,8192,0,4096,False
f41917d34887a27c,high-n06-p045,12288,768,4096,False
f41917d34887a27c,low-n04-p025,16384,0,4096,False
f41917d34887a27c,high-n06-p045,20480,704,4096,False
f41917d34887a27c,low-n04-p025,24576,0,4096,False
f41917d34887a27c,high-n06-p045,28672,736,4096,False
ffacff75e4fd08cb,high-n06-p045,4096,768,4096,False
ffacff75e4fd08cb,low-n04-p025,8192,0,4096,False
ffacff75e4fd08cb,high-n06-p045,12288,800,4096,False
ffacff75e4fd08cb,low-n04-p025,16384,0,4096,False
ffacff75e4fd08cb,high-n06-p045,20480,1024,4096,False
ffacff75e4fd08cb,low-n04-p025,24576,0,4096,False
ffacff75e4fd08cb,high-n06-p045,28672,864,4096,False
